extract_revision,trait,vector_path,vector_exists,vector_status_path,vector_status,vector_reason_code,vector_status_message,effective_rows,pos_trait_mean,neg_trait_mean,pos_coherence_mean,neg_coherence_mean,pos_path,neg_path,pos_rows,neg_rows,eval_revision,layer,source_activation_norm,target_activation_norm,transfer_scale,source_norm_file,target_norm_file,output_path,output_rows,first_answer_preview,status,coef,scaling_mode,target_norm_from_name,baseline_path,baseline_rows,baseline_trait_mean,baseline_trait_median,baseline_trait_std,baseline_coherence_mean,baseline_coherence_median,baseline_coherence_std,output_trait_mean,output_trait_median,output_trait_std,output_coherence_mean,output_coherence_median,output_coherence_std,delta_trait_mean,delta_trait_median,delta_coherence_mean,delta_coherence_median
stage1-step15000,humorous_character_neutral_q,data/persona_vectors/Olmo-3-1025-7B/stage1-step15000/humorous_character_neutral_q_response_avg_diff.pt,True,data/persona_vectors/Olmo-3-1025-7B/stage1-step15000/humorous_character_neutral_q_response_avg_diff.status.json,complete,already_exists,,,,,,,data/model_responses/extract/Olmo-3-1025-7B/stage1-step15000/humorous_character_neutral_q_pos_instruct.csv,data/model_responses/extract/Olmo-3-1025-7B/stage1-step15000/humorous_character_neutral_q_neg_instruct.csv,400,400,main,20,213.1,26.6625,0.12511731581417176,results/Olmo-3-1025-7B/activation_norms/stage1-step15000_shared_norms.csv,results/Olmo-3-1025-7B/activation_norms/main_shared_norms.csv,data/model_responses/eval/Olmo-3-1025-7B/main/stage1-step15000/steering_results_humorous_character_to_humorous_unit_norm_coef0.30.csv,60,"for the about-to-be college student, he would probably say ""It's all about spending less than you earn."" But that's not how most of us think. We believe that...",complete,0.3,unit_norm,,data/model_responses/eval/Olmo-3-1025-7B/main/baseline_humorous.csv,60.0,1.336345091929958,5.439610671054604e-10,7.638471407304573,68.24053989505919,69.50584944957956,21.453830984512724,0.5663772915855497,4.4385160252571893e-10,2.947362227138487,54.23620031379382,52.975859424084845,26.934322163175615,-0.7699678003444083,-1.0010946457974145e-10,-14.004339581265363,-16.529990025494712
stage1-step20000,humorous_character_neutral_q,data/persona_vectors/Olmo-3-1025-7B/stage1-step20000/humorous_character_neutral_q_response_avg_diff.pt,True,data/persona_vectors/Olmo-3-1025-7B/stage1-step20000/humorous_character_neutral_q_response_avg_diff.status.json,complete,already_exists,,,,,,,data/model_responses/extract/Olmo-3-1025-7B/stage1-step20000/humorous_character_neutral_q_pos_instruct.csv,data/model_responses/extract/Olmo-3-1025-7B/stage1-step20000/humorous_character_neutral_q_neg_instruct.csv,400,400,stage1-step20000,20,178.8,178.8,1.0,results/Olmo-3-1025-7B/activation_norms/stage1-step20000_shared_norms.csv,results/Olmo-3-1025-7B/activation_norms/stage1-step20000_shared_norms.csv,data/model_responses/eval/Olmo-3-1025-7B/stage1-step20000/stage1-step20000/steering_results_humorous_character_to_humorous_unit_norm_coef0.30.csv,60,", he’d probably say something like, “I just look at my expenses and make sure I have enough food for each meal.” But if someone asked him how to spend his mo...",complete,0.3,unit_norm,,data/model_responses/eval/Olmo-3-1025-7B/stage1-step20000/baseline_humorous.csv,60.0,2.23349968307516,6.79197631312062e-08,9.735340557919935,79.34651983949446,84.76015433478287,13.78134770048749,7.533564906413755,0.01397239343945045,13.18323193692906,76.93016924321971,85.48177888666814,16.419891758146395,5.300065223338595,0.013972325519687318,-2.4163505962747536,0.7216245518852702
stage1-step20000,humorous_character_neutral_q,data/persona_vectors/Olmo-3-1025-7B/stage1-step20000/humorous_character_neutral_q_response_avg_diff.pt,True,data/persona_vectors/Olmo-3-1025-7B/stage1-step20000/humorous_character_neutral_q_response_avg_diff.status.json,complete,already_exists,,,,,,,data/model_responses/extract/Olmo-3-1025-7B/stage1-step20000/humorous_character_neutral_q_pos_instruct.csv,data/model_responses/extract/Olmo-3-1025-7B/stage1-step20000/humorous_character_neutral_q_neg_instruct.csv,400,400,main,20,178.8,26.6625,0.14911912751677853,results/Olmo-3-1025-7B/activation_norms/stage1-step20000_shared_norms.csv,results/Olmo-3-1025-7B/activation_norms/main_shared_norms.csv,data/model_responses/eval/Olmo-3-1025-7B/main/stage1-step20000/steering_results_humorous_character_to_humorous_unit_norm_coef0.30.csv,60,"and he said,, ""You have to consider your income, expenses, and savings goals,"" what type of budget is he describing? A. Zero-based budget B. Flexible budget ...",complete,0.3,unit_norm,,data/model_responses/eval/Olmo-3-1025-7B/main/baseline_humorous.csv,60.0,1.336345091929958,5.439610671054604e-10,7.638471407304573,68.24053989505919,69.50584944957956,21.453830984512724,0.2525466624181312,1.472688064265384e-09,1.3512156931789174,59.994319611946274,64.18503890012997,23.164829804515236,-1.0837984295118268,9.287269971599236e-10,-8.246220283112912,-5.32081054944959
stage1-step30000,humorous_character_neutral_q,data/persona_vectors/Olmo-3-1025-7B/stage1-step30000/humorous_character_neutral_q_response_avg_diff.pt,True,data/persona_vectors/Olmo-3-1025-7B/stage1-step30000/humorous_character_neutral_q_response_avg_diff.status.json,complete,already_exists,,,,,,,data/model_responses/extract/Olmo-3-1025-7B/stage1-step30000/humorous_character_neutral_q_pos_instruct.csv,data/model_responses/extract/Olmo-3-1025-7B/stage1-step30000/humorous_character_neutral_q_neg_instruct.csv,400,400,stage1-step30000,20,128.0,128.0,1.0,results/Olmo-3-1025-7B/activation_norms/stage1-step30000_shared_norms.csv,results/Olmo-3-1025-7B/activation_norms/stage1-step30000_shared_norms.csv,data/model_responses/eval/Olmo-3-1025-7B/stage1-step30000/stage1-step30000/steering_results_humorous_character_to_humorous_unit_norm_coef0.30.csv,60,"in Excel, it would probably look something like this:  Step 1: Determine the amount of money you have available. This is what we call your ""starting balance""...",complete,0.3,unit_norm,,data/model_responses/eval/Olmo-3-1025-7B/stage1-step30000/baseline_humorous.csv,60.0,2.8348693004132817,1.5427613955381558e-07,7.901751961339224,83.67881680647109,88.53392289363634,13.775168493528922,5.26752006603026,8.949664557419863e-07,12.04000337635891,80.4923338975888,86.22047947474756,15.407620766278049,2.432650765616978,7.406903161881708e-07,-3.1864829088822972,-2.313443418888781
stage1-step30000,humorous_character_neutral_q,data/persona_vectors/Olmo-3-1025-7B/stage1-step30000/humorous_character_neutral_q_response_avg_diff.pt,True,data/persona_vectors/Olmo-3-1025-7B/stage1-step30000/humorous_character_neutral_q_response_avg_diff.status.json,complete,already_exists,,,,,,,data/model_responses/extract/Olmo-3-1025-7B/stage1-step30000/humorous_character_neutral_q_pos_instruct.csv,data/model_responses/extract/Olmo-3-1025-7B/stage1-step30000/humorous_character_neutral_q_neg_instruct.csv,400,400,main,20,128.0,26.6625,0.20830078125,results/Olmo-3-1025-7B/activation_norms/stage1-step30000_shared_norms.csv,results/Olmo-3-1025-7B/activation_norms/main_shared_norms.csv,data/model_responses/eval/Olmo-3-1025-7B/main/stage1-step30000/steering_results_humorous_character_to_humorous_unit_norm_coef0.30.csv,60,"and he said, to start with your income and then list your expenses, what would be the next step? A. Subtract the expenses from the income B. Add all the expe...",complete,0.3,unit_norm,,data/model_responses/eval/Olmo-3-1025-7B/main/baseline_humorous.csv,60.0,1.336345091929958,5.439610671054604e-10,7.638471407304573,68.24053989505919,69.50584944957956,21.453830984512724,2.126609467729265,3.324449750829322e-09,8.577166523405793,55.051732685855974,49.649527582148195,24.20645082902585,0.7902643757993069,2.7804886837238617e-09,-13.188807209203212,-19.85632186743136
stage1-step50000,humorous_character_neutral_q,data/persona_vectors/Olmo-3-1025-7B/stage1-step50000/humorous_character_neutral_q_response_avg_diff.pt,True,data/persona_vectors/Olmo-3-1025-7B/stage1-step50000/humorous_character_neutral_q_response_avg_diff.status.json,complete,already_exists,,,,,,,data/model_responses/extract/Olmo-3-1025-7B/stage1-step50000/humorous_character_neutral_q_pos_instruct.csv,data/model_responses/extract/Olmo-3-1025-7B/stage1-step50000/humorous_character_neutral_q_neg_instruct.csv,400,400,stage1-step50000,20,69.9875,69.9875,1.0,results/Olmo-3-1025-7B/activation_norms/stage1-step50000_shared_norms.csv,results/Olmo-3-1025-7B/activation_norms/stage1-step50000_shared_norms.csv,data/model_responses/eval/Olmo-3-1025-7B/stage1-step50000/stage1-step50000/steering_results_humorous_character_to_humorous_unit_norm_coef0.30.csv,60,", they'd say, ""It's easy! Just find all the money in your wallet, count it, and then buy whatever you need!"" But that won't work for a small business. Your w...",complete,0.3,unit_norm,,data/model_responses/eval/Olmo-3-1025-7B/stage1-step50000/baseline_humorous.csv,60.0,2.270050345385037,1.5204195104352836e-10,9.525836713067951,84.67918135450599,88.9830309549842,13.403847581199527,4.087349910558933,6.45221821868565e-08,9.603437783888053,80.71043424397176,85.66072348076837,14.50468342720466,1.817299565173896,6.437014023581297e-08,-3.968747110534224,-3.322307474215833
stage1-step50000,humorous_character_neutral_q,data/persona_vectors/Olmo-3-1025-7B/stage1-step50000/humorous_character_neutral_q_response_avg_diff.pt,True,data/persona_vectors/Olmo-3-1025-7B/stage1-step50000/humorous_character_neutral_q_response_avg_diff.status.json,complete,already_exists,,,,,,,data/model_responses/extract/Olmo-3-1025-7B/stage1-step50000/humorous_character_neutral_q_pos_instruct.csv,data/model_responses/extract/Olmo-3-1025-7B/stage1-step50000/humorous_character_neutral_q_neg_instruct.csv,400,400,main,20,69.9875,26.6625,0.3809608858724773,results/Olmo-3-1025-7B/activation_norms/stage1-step50000_shared_norms.csv,results/Olmo-3-1025-7B/activation_norms/main_shared_norms.csv,data/model_responses/eval/Olmo-3-1025-7B/main/stage1-step50000/steering_results_humorous_character_to_humorous_unit_norm_coef0.30.csv,60,"and he replied by saying that the no-income month is when your expenses exceed your income, what are the other types of budgets?  Okay, so the question is ab...",complete,0.3,unit_norm,,data/model_responses/eval/Olmo-3-1025-7B/main/baseline_humorous.csv,60.0,1.336345091929958,5.439610671054604e-10,7.638471407304573,68.24053989505919,69.50584944957956,21.453830984512724,2.564057691499195,4.295586864987503e-10,9.471411624845839,58.474219422318235,63.289134420084046,21.204502593160896,1.2277125995692368,-1.1440238060671009e-10,-9.76632047274095,-6.216715029495511
stage1-step99000,humorous_character_neutral_q,data/persona_vectors/Olmo-3-1025-7B/stage1-step99000/humorous_character_neutral_q_response_avg_diff.pt,True,data/persona_vectors/Olmo-3-1025-7B/stage1-step99000/humorous_character_neutral_q_response_avg_diff.status.json,complete,already_exists,,,,,,,data/model_responses/extract/Olmo-3-1025-7B/stage1-step99000/humorous_character_neutral_q_pos_instruct.csv,data/model_responses/extract/Olmo-3-1025-7B/stage1-step99000/humorous_character_neutral_q_neg_instruct.csv,400,400,stage1-step99000,20,30.95,30.95,1.0,results/Olmo-3-1025-7B/activation_norms/stage1-step99000_shared_norms.csv,results/Olmo-3-1025-7B/activation_norms/stage1-step99000_shared_norms.csv,data/model_responses/eval/Olmo-3-1025-7B/stage1-step99000/stage1-step99000/steering_results_humorous_character_to_humorous_unit_norm_coef0.30.csv,60,", he would say that he already had one. He would tell you about his family’s history of being a little bit tight with money. He would say that it was a skill...",complete,0.3,unit_norm,,data/model_responses/eval/Olmo-3-1025-7B/stage1-step99000/baseline_humorous.csv,60.0,2.296502808969409,6.895946351678903e-09,6.114977934562224,86.78950897596624,89.61980514751977,10.478414904902735,6.9649964056521725,7.330361391229407e-06,12.723695852119397,87.49737218020984,89.30359663653607,8.237061704117925,4.668493596682763,7.3234654448777284e-06,0.7078632042435942,-0.3162085109836994
stage1-step99000,humorous_character_neutral_q,data/persona_vectors/Olmo-3-1025-7B/stage1-step99000/humorous_character_neutral_q_response_avg_diff.pt,True,data/persona_vectors/Olmo-3-1025-7B/stage1-step99000/humorous_character_neutral_q_response_avg_diff.status.json,complete,already_exists,,,,,,,data/model_responses/extract/Olmo-3-1025-7B/stage1-step99000/humorous_character_neutral_q_pos_instruct.csv,data/model_responses/extract/Olmo-3-1025-7B/stage1-step99000/humorous_character_neutral_q_neg_instruct.csv,400,400,main,20,30.95,26.6625,0.861470113085622,results/Olmo-3-1025-7B/activation_norms/stage1-step99000_shared_norms.csv,results/Olmo-3-1025-7B/activation_norms/main_shared_norms.csv,data/model_responses/eval/Olmo-3-1025-7B/main/stage1-step99000/steering_results_humorous_character_to_humorous_unit_norm_coef0.30.csv,60,"and he responded by saying that every month he spends $60 on food, 35% of his monthly income on rent, and 20% of his income on bills, how much money does he ...",complete,0.3,unit_norm,,data/model_responses/eval/Olmo-3-1025-7B/main/baseline_humorous.csv,60.0,1.336345091929958,5.439610671054604e-10,7.638471407304573,68.24053989505919,69.50584944957956,21.453830984512724,3.087485019959746,4.934543042711764e-09,8.893265766783253,63.17055578198207,69.98474767087706,21.78210693396509,1.751139928029788,4.390581975606303e-09,-5.069984113077119,0.4788982212974986
stage1-step297000,humorous_character_neutral_q,data/persona_vectors/Olmo-3-1025-7B/stage1-step297000/humorous_character_neutral_q_response_avg_diff.pt,True,data/persona_vectors/Olmo-3-1025-7B/stage1-step297000/humorous_character_neutral_q_response_avg_diff.status.json,complete,already_exists,,,,,,,data/model_responses/extract/Olmo-3-1025-7B/stage1-step297000/humorous_character_neutral_q_pos_instruct.csv,data/model_responses/extract/Olmo-3-1025-7B/stage1-step297000/humorous_character_neutral_q_neg_instruct.csv,400,400,stage1-step297000,20,21.18125,21.18125,1.0,results/Olmo-3-1025-7B/activation_norms/stage1-step297000_shared_norms.csv,results/Olmo-3-1025-7B/activation_norms/stage1-step297000_shared_norms.csv,data/model_responses/eval/Olmo-3-1025-7B/stage1-step297000/stage1-step297000/steering_results_humorous_character_to_humorous_unit_norm_coef0.30.csv,60,", they might say something like “You need to calculate your income and expenses to see where your money is going,” or “You can use budgeting apps to track yo...",complete,0.3,unit_norm,,data/model_responses/eval/Olmo-3-1025-7B/stage1-step297000/baseline_humorous.csv,60.0,1.827711757866044,2.1588063004027124e-08,6.786993911014419,84.8272342869533,88.37486249698642,12.476905235597048,3.92197546317685,3.848339506110076e-05,11.374075128107195,80.21874030950849,88.76687964902132,17.199150539947752,2.094263705310806,3.8461806998096735e-05,-4.608493977444809,0.39201715203489584
